col1,col2
po00034200.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d1e01a5572427000005f
po00034300.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d1e81a55724270000060
po00034400.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d1f31a55724270000061
po00034700.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d1fd1a55724270000062
po00035000.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d2081a55724270000063
po00035100.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d2131a55724270000064
po00035200.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d21e1a55724270000065
po00035300.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d2281a55724270000066
po00035600.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d2321a55724270000067
po00035700.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d23c1a55724270000068
po00035800.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d2461a55724270000069
po00035900.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d24f1a5572427000006a
po00036000.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d2591a5572427000006b
po00036200.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d2621a5572427000006c
po00036400.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d26c1a5572427000006d
po00036500.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d2761a5572427000006e
po00036600.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d2801a5572427000006f
po00037200.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d2871a55724270000070
po00037400.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d2911a55724270000071
po00037500.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d2981a55724270000072
po00037600.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d29e1a55724270000073
po00038100.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d2a81a55724270000074
po00040100.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d2af1a55724270000075
po00042500.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d2b41a55724270000076
po00043000.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d2bd1a55724270000077
po00051600.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d2c51a55724270000078
po00052700.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d2ca1a55724270000079
po00053400.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d2d01a5572427000007a
po00069700.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d2da1a5572427000007b
po00071800.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d2e31a5572427000007c
po00073900.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d2ee1a5572427000007d
po00077600.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d2f81a5572427000007e
po00077700.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d3021a5572427000007f
po00078000.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d30c1a55724270000080
po00078100.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d3161a55724270000081
po00078200.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d3201a55724270000082
po00078800.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d32c1a55724270000083
po00079100.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d3351a55724270000084
po00079300.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d33c1a55724270000085
po00079400.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d3461a55724270000086
po00079500.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d3501a55724270000087
po00079900.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d3591a55724270000088
po00080200.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d3641a55724270000089
po00080400.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d36e1a5572427000008a
po00081800.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d3761a5572427000008b
po00085300.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d37e1a5572427000008c
po00085600.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d3851a5572427000008d
po00085700.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d38d1a5572427000008e
po00085800.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d3941a5572427000008f
po00086000.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d39f1a55724270000090
po00086200.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d3a61a55724270000091
po00086300.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d3b01a55724270000092
po00086400.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d3ba1a55724270000093
po00086500.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d3c21a55724270000094
po00086600.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d3ca1a55724270000095
po00086700.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d3d21a55724270000096
po00087100.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d3dc1a55724270000097
po00087600.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d3e51a55724270000098
po00087800.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d3f01a55724270000099
po00087900.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d3fa1a5572427000009a
po00088000.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d4051a5572427000009b
po00088200.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d40d1a5572427000009c
po00088400.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d4101a5572427000009d
po00089300.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d41a1a5572427000009e
po00089500.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d4221a5572427000009f
po00089700.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d42c1a557242700000a0
po00089900.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d4351a557242700000a1
po00090000.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d43d1a557242700000a2
po00090100.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d4451a557242700000a3
po00090200.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d44f1a557242700000a4
po00090300.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d4591a557242700000a5
po00090400.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d4631a557242700000a6
po00090500.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d46d1a557242700000a7
po00090600.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d4751a557242700000a8
po00090700.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d47e1a557242700000a9
po00090800.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d4871a557242700000aa
po00091300.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d4911a557242700000ab
po00091700.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d4981a557242700000ac
po00091900.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d4a21a557242700000ad
po00092000.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d4ab1a557242700000ae
po00092100.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d4b41a557242700000af
po00092200.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d4b91a557242700000b0
po00092300.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d4be1a557242700000b1
po00092400.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d4c31a557242700000b2
po00092500.jpg,http://archives.c.fun.ac.jp/fronts/detail/poster/5141d4cc1a557242700000b3
