col1,col2
北海道中堅青年海外派遣団員募集__573,po00021400.jpg
第24回学生広告論文伝通賞作品募集__574,po00021700.jpg
航空管制官募集__575,po00022000.jpg
昭和48年度　北海道図書館大会__576,po00022200.jpg
昭和49年度　慶應義塾大学通信教育部学生募集__577,po00022300.jpg
函館市民会館落成記念バレエフェスティバル__578,po00022400.jpg
明治はるあき__579,po00022600.jpg
第7回奨学論文コンテスト__580,po00022800.jpg
教護になりませんか　第二十七期生募集__581,po00022900.jpg
芸術祭バレエ北海道公演　第10回東京バレエグループ公演__582,po00023100.jpg
第10回全国青年政治討論会__583,po00023300.jpg
第22回学生広告論文電通賞作品募集__584,po00023600.jpg
高校生の作文募集　税金についての意見や感想を書いてみよう__585,po00023800.jpg
札幌オリンピック善意通訳募集__586,po00023900.jpg
第3期　成人学校受講生募集__587,po00024100.jpg
海上保安大学校　水路科・燈台科・普通科　気象大学校学生募集__588,po00024200.jpg
第14回こどもの読書週間__589,po00024300.jpg
松前__590,po00024800.jpg
オリンピックへぼくらの代表選手を！__591,po00024900.jpg
札幌オリンピックを成功させよう。北海道__592,po00025000.jpg
国家公務員募集__593,po00025200.jpg
